               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 111,            0.049834,            0.099366,                   0,             0.63414,              0.6768,             0.72097,             0.29079,            0.056822,              0.1436,                   0,            0.007822,            0.007822,            0.007822
                 112,            0.043343,            0.080797,                   0,             0.63414,              0.6768,             0.72097,             0.29079,            0.056822,              0.1436,                   0,           0.0078022,           0.0078022,           0.0078022
                 113,            0.045813,            0.085472,                   0,             0.45689,              0.6254,              0.4913,             0.20492,            0.064091,             0.15436,                   0,           0.0077824,           0.0077824,           0.0077824
                 114,            0.058042,            0.097416,                   0,             0.45689,              0.6254,              0.4913,             0.20492,            0.064091,             0.15436,                   0,           0.0077626,           0.0077626,           0.0077626
                 115,            0.058629,            0.090564,                   0,             0.49208,             0.67302,             0.57635,             0.23601,            0.062415,             0.16456,                   0,           0.0077428,           0.0077428,           0.0077428
                 116,            0.049119,            0.095092,                   0,             0.49208,             0.67302,             0.57635,             0.23601,            0.062415,             0.16456,                   0,            0.007723,            0.007723,            0.007723
                 117,            0.047135,            0.085559,                   0,             0.51686,              0.5873,             0.56528,             0.21325,             0.05847,             0.15958,                   0,           0.0077032,           0.0077032,           0.0077032
                 118,            0.049498,            0.082567,                   0,             0.51686,              0.5873,             0.56528,             0.21325,             0.05847,             0.15958,                   0,           0.0076834,           0.0076834,           0.0076834
                 119,            0.049964,            0.093119,                   0,             0.49846,             0.54603,              0.5541,             0.22079,            0.062967,             0.15602,                   0,           0.0076636,           0.0076636,           0.0076636
                 120,            0.051224,            0.096643,                   0,             0.49846,             0.54603,              0.5541,             0.22079,            0.062967,             0.15602,                   0,           0.0076438,           0.0076438,           0.0076438
                 121,            0.050278,            0.098762,                   0,             0.73596,             0.76508,             0.81857,             0.31304,            0.053409,             0.13737,                   0,            0.007624,            0.007624,            0.007624
                 122,            0.047362,            0.076028,                   0,             0.73596,             0.76508,             0.81857,             0.31304,            0.053409,             0.13737,                   0,           0.0076042,           0.0076042,           0.0076042
                 123,            0.050061,            0.095818,                   0,             0.59381,              0.6254,             0.69735,             0.25164,            0.062661,              0.1472,                   0,           0.0075844,           0.0075844,           0.0075844
                 124,            0.047918,            0.090914,                   0,             0.59381,              0.6254,             0.69735,             0.25164,            0.062661,              0.1472,                   0,           0.0075646,           0.0075646,           0.0075646
                 125,            0.049392,            0.093739,                   0,              0.6063,             0.70159,             0.73606,             0.28893,            0.055042,             0.13876,                   0,           0.0075448,           0.0075448,           0.0075448
                 126,            0.047971,            0.084064,                   0,              0.6063,             0.70159,             0.73606,             0.28893,            0.055042,             0.13876,                   0,            0.007525,            0.007525,            0.007525
